copy_paste_max_corr,overwrite_std_ratio,added_content_var_ratio,erasure_smoothness_gain,merged_contrast_delta,watermark_peak_ratio,spacing_outlier_score,ai_generated_ratio,ai_edit_local_var_ratio,label
0.9952166676521301,1.1210143971664697,2.12529586128623,0.9971862968213178,3.0850067138671875,210.37784787877774,212.93964521171753,106.54955373998426,1.1410971655559825,added_content
0.9949170351028442,1.1032718154203949,2.261911457916853,0.9697304546034591,3.5033416748046875,158.56724339601013,244.61618761274804,63.51785829839954,1.140757264289979,added_content
0.9801445007324219,1.1366594178938823,2.10750813502873,0.9966844225201668,3.4676055908203125,187.50633343495477,19.32783153566242,92.75068657020088,1.171508478946902,added_content
0.9708325862884521,1.2142403855015602,1.9493361071292274,0.9998689160739663,4.4704132080078125,76.29067400413646,2.5823477316095573,80.08303076084812,1.1438294197298742,added_content
0.9927090406417847,1.2400578295826852,2.573872216242519,0.9961428804833221,1.7026519775390625,169.10297265891694,351.93837623595385,91.64876822059726,1.0822135714871302,added_content
0.9018858671188354,1.1207226519183209,2.3618233153152124,0.889418642454099,4.5913543701171875,106.51912239262316,3.3057485242381768,76.91213507748016,1.217897907795694,added_content
0.9992479085922241,1.1595472427622935,1.9482419986732278,0.9991257405652243,3.4406890869140625,238.46705506312037,179.740202184431,113.10240388408937,1.086161949707809,added_content
0.9941871762275696,1.1953196220890079,1.8026150669044316,0.9031935413908543,3.9366607666015625,143.50081489697678,3.2344308924603844,99.90316669114803,1.1432625346719254,added_content
0.9831991791725159,1.2275281627926709,2.24559991081913,0.9999884601921345,4.439239501953125,82.04915032668553,2.799775671411381,87.4016963501553,1.2188014381003065,added_content
0.9328858256340027,1.1478780645780853,1.8285029087647513,0.9600298440497617,3.155792236328125,118.48914312615943,2.3487056966171633,83.97398127948722,1.0543970259856021,added_content
0.9060595035552979,1.1527610093732519,2.348090078134416,0.9914226367597428,6.824798583984375,75.43219779599188,2.319519099511513,89.03477800914536,1.1383395534260212,added_content
0.9189014434814453,1.1234531268640013,2.493579833604216,1.0,4.62640380859375,148.5580869801871,4.602855794609428,103.26651631874692,1.3154723160704178,added_content
0.9768355488777161,1.1309729451967296,1.6430313587076903,0.9977931172370246,4.6485748291015625,103.36422138335519,2.8327049643066218,93.09655886400938,1.177417918977432,added_content
0.9310979843139648,1.1356062226322132,1.7919182297929048,0.9706532664808997,2.4481201171875,104.62428246865532,5.109153121075922,80.33539991406298,1.0369341297926913,added_content
0.9957127571105957,1.0965918316209047,2.148868399857091,0.9997006482689944,2.928802490234375,240.55491322996917,225.23031377970213,120.07803266495681,1.183925700923229,added_content
0.9965840578079224,1.1913145063440729,2.0190975807275535,0.9305731145043181,1.1284027099609375,268.0445750984465,8.942602766431172,110.59465330877094,1.0859371132829903,added_content
